sequence.sequenceID,alignment.displayName,sequence.m49_country.display_name,sequence.collection_year,sequence.earliest_collection_year,brgy,place,province,region,,latitude,longitude,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate,seq
OQ326777,Asian SEA4,Philippines,,,Tugbok,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,05/09/2018,,,,Canis familiaris,,18-183,18-183
OQ326778,Asian SEA4,Philippines,,,Buhangin,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/12/2018,,,,Canis familiaris,,18-223,18-223
OQ326779,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,04/10/2018,,,,Canis familiaris,,18-196,18-196
OQ326780,Asian SEA4,Philippines,,,Calinan,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/10/2018,,,,Canis familiaris,,18-194,18-194
OQ326781,Asian SEA4,Philippines,,,Toril,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/11/2018,,,,Canis familiaris,,18-209,18-209
OQ326782,Asian SEA4,Philippines,,,Toril,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,04/11/2018,,,,Canis familiaris,,18-221,18-221
OQ326783,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,04/09/2018,,,,Canis familiaris,,18-181,18-181
OQ326784,Asian SEA4,Philippines,,,Nabunturan,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,07/07/2018,,,,Canis familiaris,,18-142,18-142
R11-21-63,Asian SEA4,Philippines,,,,Tagum ,Davaodel Norte,Davao Region,Region XI,7.434951203,125.7990149,04/10/2021,11872,,,Canis familiaris,,R11-21-63,R11-21-63
R11-22-002,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,05/01/2022,11872,,,Canis familiaris,,R11-22-002,R11-22-002
AB116577,Asian SEA4,Philippines,-,-,,,,Mindanao Island,,,,01/01/2001,873,30-Jun-06,13-Jul-16,12153119,-,PHI103,PHI103
AB116582,Asian SEA4,Philippines,-,-,,,,,,,,01/01/2001,588,30-Jun-06,13-Jul-16,12153119,-,PHI114,PHI114
DQ275546,Asian SEA4,Philippines,2004,2004,,,,,,,,01/01/2004,951,10-Dec-05,25-Jul-16,Felis catus,-,V1371PHIL,V1371PHIL
DQ275547,Asian SEA4,Philippines,2004,2004,,,,,,,,01/01/2004,950,10-Dec-05,25-Jul-16,Canis familiaris,-,V1374PHIL,V1374PHIL
DQ275548,Asian SEA4,Philippines,2004,2004,,,,,,,,01/01/2004,937,10-Dec-05,25-Jul-16,Canis familiaris,-,V1375PHIL,V1375PHIL
DQ275549,Asian SEA4,Philippines,2004,2004,,,,,,,,01/01/2004,589,10-Dec-05,25-Jul-16,Canis familiaris,17869366,V1373PHIL,V1373PHIL
DQ275550,Asian SEA4,Philippines,2004,2004,,,,,,,,01/01/2004,894,10-Dec-05,25-Jul-16,Felis catus,-,V1372PHIL,V1372PHIL
EU086155,Asian SEA4,Philippines,2004,2004,,,,,,,,01/01/2004,1575,30-Aug-08,05-Jul-11,Homo sapiens,18931062,04030PHI,04030PHI
EU086200,Asian SEA4,Philippines,1994,1994,,,,,,,,01/01/1994,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,94270PHI,94270PHI
EU086202,Asian SEA4,Philippines,1994,1994,,,,,,,,01/01/1994,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,94280PHI,94280PHI
EU086203,Asian SEA4,Philippines,2000,2000,,,,,,,,01/01/2000,1353,30-Aug-08,20-Oct-08,Homo sapiens,18931062,03006PHI,03006PHI
KC792091,Asian SEA4,Philippines,2009,2009,,,,,,,,01/01/2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,-,A12_1952,A12_1952
KC792092,Asian SEA4,Philippines,2009,2009,,,,,,,,01/01/2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,-,A12_1959,A12_1959
KC792093,Asian SEA4,Philippines,2009,2009,,,,,,,,01/01/2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,-,A12_1964,A12_1964
KC792094,Asian SEA4,Philippines,2009,2009,,,,,,,,01/01/2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,-,A12_1969,A12_1969
KC792095,Asian SEA4,Philippines,2009,2009,,,,,,,,01/01/2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,-,A12_1973,A12_1973
KC792096,Asian SEA4,Philippines,2009,2009,,,,,,,,01/01/2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,-,A12_1977,A12_1977
KC792097,Asian SEA4,Philippines,2009,2009,,,,,,,,01/01/2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,-,A12_1978,A12_1978
KC792240,Asian SEA4,Philippines,-,-,,,,,,,,01/01/2013,1179,17-Jun-13,17-Jun-13,Canis familiaris,-,Philippin_dog,Philippin_dog
KU055514,Asian SEA4,Philippines,2001,2001,,,,,,,,01/01/2001,211,14-Jul-16,14-Jul-16,Canis familiaris,27380028,03007PHI,03007PHI
KU055570,Asian SEA4,Philippines,1994,1994,,,,,,,,01/01/1994,211,14-Jul-16,14-Jul-16,Canis familiaris,27380028,94273PHI,94273PHI
KX148259,Asian SEA4,Philippines,1994,1994,,,,,,,,01/01/1994,11803,28-Nov-16,28-Nov-16,Canis familiaris,-,94272PHI,94272PHI
KX148261,Asian SEA4,Philippines,1994,1994,,,,,,,,01/01/1994,11800,28-Nov-16,28-Nov-16,Canis familiaris,-,94281PHI,94281PHI
KX148262,Asian SEA4,Philippines,1994,1994,,,,,,,,01/01/1994,11800,28-Nov-16,28-Nov-16,Canis familiaris,-,94278PHI,94278PHI
KX148263,Asian SEA4,Philippines,1994,1994,,,,,,,,01/01/1994,11800,28-Nov-16,28-Nov-16,Canis familiaris,-,94275PHI,94275PHI
MN726838,Asian SEA4,Philippines,2013,2013,,,,,,,,10/05/2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-13-094,Z-13-094
MN726844,Asian SEA4,Philippines,2014,2014,,,,,,,,07/02/2014,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-14-033,Z-14-033
MN726846,Asian SEA4,Philippines,2015,2015,,,,,,,,01/01/2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-15-001,Z-15-001
MN726851,Asian SEA4,Philippines,2014,2014,,,,,,,,21/06/2014,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z14-142,Z14-142
MN726853,Asian SEA4,Philippines,2012,2012,,,,,,,,28/06/2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-12-149,Z-12-149
MN726862,Asian SEA4,Philippines,2013,2013,,,,,,,,14/02/2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-13-032,Z-13-032
MN726863,Asian SEA4,Philippines,2015,2015,,,,,,,,23/10/2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,RADDL3-1045,RADDL3-1045
MN726864,Asian SEA4,Philippines,2016,2016,,,,,,,,02/09/2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,RADDL3-845,RADDL3-845
MN726865,Asian SEA4,Philippines,2014,2014,,,,,,,,11/06/2014,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-14-136,Z-14-136
MN726867,Asian SEA4,Philippines,2012,2012,,,,,,,,16/01/2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z12-012,Z12-012
MN726868,Asian SEA4,Philippines,2016,2016,,,,,,,,24/05/2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-16-082,Z-16-082
MN726871,Asian SEA4,Philippines,2013,2013,,,,,,,,10/04/2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-13-071,Z-13-071
MN726872,Asian SEA4,Philippines,2017,2017,,,,,,,,14/12/2016,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-16-209,Z-16-209
MN726882,Asian SEA4,Philippines,2019,2019,,,,,,,,19/12/2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-16-211,Z-16-211
